-85.5336,10.5994,247
-85.5335,10.5994,247
-85.5335,10.5993,247
-85.5335,10.5993,247
-85.5335,10.5992,247
-85.5335,10.5992,247
-85.5334,10.5992,247
-85.5334,10.5991,247
-85.5334,10.5991,248
-85.5334,10.599,247
-85.5333,10.5989,248
-85.5333,10.5989,248
-85.5331,10.5984,248
-85.533,10.598,247
-85.5329,10.5978,247
-85.5329,10.5977,247
-85.5329,10.5977,248
-85.5329,10.5977,248
-85.533,10.5976,248
-85.533,10.5976,248
-85.533,10.5976,248
-85.5331,10.5975,248
-85.5331,10.5975,248
-85.5332,10.5975,248
-85.5332,10.5975,248
-85.5333,10.5974,248
-85.5334,10.5974,248
-85.5336,10.5973,248
-85.534,10.5972,248
-85.5436,10.5938,338
-85.5516,10.5909,444
-85.5658,10.5855,1576
-85.5765,10.5811,2475
-85.5851,10.5774,2944
-85.5859,10.5771,2982
-85.5866,10.5768,3038
-85.5874,10.5766,3093
-85.5882,10.5764,3128
-85.589,10.5761,3162
-85.5897,10.5759,3207
-85.5905,10.5758,3272
-85.5914,10.5756,3311
-85.5922,10.5754,3333
-85.593,10.5753,3348
-85.5938,10.5752,3409
-85.5947,10.5752,3453
-85.5955,10.5751,3503
-85.5964,10.5751,3525
-85.5972,10.5752,3546
-85.5981,10.5753,3603
-85.5989,10.5754,3648
-85.5998,10.5755,3646
-85.6007,10.5757,3655
-85.6015,10.5759,3691
-85.6024,10.5762,3710
-85.6032,10.5765,3713
-85.604,10.5768,3704
-85.6049,10.5772,3692
-85.6057,10.5777,3711
-85.6065,10.5782,3735
-85.6072,10.5787,3750
-85.6079,10.5793,3767
-85.6086,10.5799,3797
-85.6093,10.5806,3833
-85.6099,10.5813,3875
-85.6105,10.5821,3908
-85.611,10.5828,3948
-85.6115,10.5836,3987
-85.612,10.5844,4016
-85.6125,10.5853,4030
-85.6129,10.5861,4041
-85.6133,10.587,4061
-85.6136,10.5879,4069
-85.6139,10.5889,4074
-85.6141,10.5898,4099
-85.6143,10.5908,4138
-85.6144,10.5918,4130
-85.6145,10.5928,4136
-85.6145,10.5938,4161
-85.6145,10.5948,4176
-85.6144,10.5959,4200
-85.6143,10.5969,4221
-85.6142,10.5979,4237
-85.614,10.5989,4259
-85.6137,10.6,4291
-85.6134,10.601,4314
-85.613,10.602,4332
-85.6126,10.603,4341
-85.6122,10.604,4358
-85.6117,10.6049,4399
-85.6112,10.6059,4424
-85.6106,10.6068,4451
-85.61,10.6077,4487
-85.6093,10.6086,4517
-85.6086,10.6095,4544
-85.6079,10.6103,4575
-85.6071,10.6112,4621
-85.6063,10.6119,4656
-85.6055,10.6127,4690
-85.6046,10.6134,4739
-85.6037,10.6141,4779
-85.6028,10.6147,4811
-85.6018,10.6153,4847
-85.6008,10.6159,4883
-85.5998,10.6164,4923
-85.5987,10.6168,4962
-85.5976,10.6173,5000
-85.5965,10.6176,5038
-85.5954,10.6179,5081
-85.5942,10.6182,5129
-85.5931,10.6184,5166
-85.5919,10.6186,5206
-85.5907,10.6187,5248
-85.5896,10.6187,5290
-85.5884,10.6187,5330
-85.5872,10.6187,5369
-85.586,10.6186,5410
-85.5848,10.6184,5444
-85.5836,10.6182,5476
-85.5824,10.6179,5508
-85.5812,10.6176,5530
-85.5801,10.6172,5548
-85.5789,10.6167,5579
-85.5778,10.6162,5606
-85.5767,10.6156,5636
-85.5756,10.615,5661
-85.5745,10.6143,5700
-85.5735,10.6136,5734
-85.5724,10.6129,5761
-85.5714,10.6121,5796
-85.5705,10.6113,5848
-85.5685,10.6097,5992
-85.5621,10.604,6590
-85.5602,10.6025,6729
-85.5582,10.601,6849
-85.5563,10.5996,6994
-85.5552,10.5989,7056
-85.5542,10.5983,7112
-85.5532,10.5976,7174
-85.5522,10.597,7238
-85.5511,10.5964,7293
-85.549,10.5953,7422
-85.5457,10.5936,7606
-85.5215,10.5817,8629
-85.5113,10.5769,9046
-85.0734,10.374,18511
-85.0718,10.3732,18540
-84.9713,10.3265,20233
-84.5428,10.1271,25843
-84.3588,10.0413,27713
-84.2733,10.0012,28511
-84.2696,9.99936,28539
-84.2658,9.9974,28568
-84.2621,9.99537,28596
-84.2567,9.99221,28636
-84.2513,9.98891,28681
-84.2459,9.98548,28721
-84.2407,9.98192,28757
-84.2355,9.97824,28787
-84.2304,9.97443,28821
-84.2254,9.97048,28855
-84.2205,9.96641,28896
-84.2157,9.96221,28942
-84.211,9.95791,28987
-84.2064,9.95349,29028
-84.1958,9.94293,29112
-84.0268,9.77069,30378
-83.6269,9.3618,34254
-83.564,9.29746,35156
-83.1201,8.84162,40292
-83.0884,8.80901,40466
-82.8691,8.58331,41069
-82.8572,8.57142,41069
-82.8434,8.55831,41070
-82.8279,8.54404,41060
-82.8152,8.53287,41067
-82.8007,8.52057,41065
-82.6687,8.40972,41067
-82.1936,8.00994,41062
-82.0814,7.91547,41056
-81.7225,7.61236,41064
-81.2535,7.2153,41055
-81.0667,7.05678,41047
-81.0637,7.05407,41046
-81.0607,7.05129,41041
-81.0578,7.04843,41039
-81.055,7.0455,41041
-81.0522,7.04251,41046
-81.0495,7.03946,41049
-81.0469,7.03635,41057
-81.0443,7.03319,41061
-81.0418,7.02998,41064
-81.0393,7.02672,41064
-81.0369,7.02341,41059
-81.0346,7.02005,41056
-81.0323,7.01664,41047
-81.0302,7.01318,41049
-81.028,7.00968,41046
-81.026,7.00612,41043
-81.024,7.00253,41043
-81.0221,6.99888,41042
-81.0202,6.9952,41036
-81.0185,6.99147,41035
-81.0168,6.9877,41030
-81.0151,6.9839,41028
-81.0136,6.98005,41030
-81.0122,6.97617,41029
-81.0108,6.97226,41031
-81.0095,6.96831,41036
-81.0083,6.96433,41040
-81.0071,6.96033,41044
-81.0061,6.9563,41046
-81.0051,6.95224,41042
-81.0042,6.94816,41042
-81.0034,6.94406,41040
-81.0027,6.93993,41040
-81.0021,6.93578,41036
-81.0016,6.93162,41038
-81.0011,6.92744,41034
-81.0008,6.92325,41033
-81.0005,6.91904,41026
-81.0002,6.91272,41028
-81,6.87466,41052
-81.0002,6.70035,41064
-81.0002,6.6108,41035
-81.0002,6.55996,41051
-81.0003,6.06698,41047
-81.0002,5.42699,41067
-81,4.78498,41062
-80.9998,4.18723,41060
-80.9997,4.18292,41063
-80.9995,4.17862,41064
-80.9991,4.17434,41069
-80.9986,4.17008,41075
-80.998,4.16584,41079
-80.9973,4.16162,41083
-80.9965,4.15743,41083
-80.9956,4.15325,41078
-80.9947,4.1491,41077
-80.9936,4.14497,41073
-80.9931,4.14292,41071
-80.9925,4.14087,41071
-80.9912,4.1368,41068
-80.9899,4.13277,41067
-80.9885,4.12877,41066
-80.987,4.1248,41067
-80.9855,4.12087,41066
-80.9838,4.11699,41069
-80.9821,4.11314,41070
-80.9803,4.10934,41071
-80.9784,4.10559,41072
-80.9764,4.10188,41073
-80.9743,4.09822,41075
-80.9722,4.0946,41075
-80.97,4.09104,41077
-80.9677,4.08752,41075
-80.9654,4.08406,41073
-80.963,4.08065,41071
-80.9605,4.0773,41069
-80.9579,4.07401,41069
-80.9553,4.07078,41068
-80.9526,4.06761,41071
-80.9499,4.0645,41071
-80.947,4.06146,41071
-80.9442,4.05848,41075
-80.9412,4.05556,41074
-80.9382,4.05271,41076
-80.9352,4.04992,41074
-80.9321,4.0472,41075
-80.9289,4.04455,41071
-80.9257,4.04198,41072
-80.9224,4.03947,41069
-80.9191,4.03704,41070
-80.9157,4.03468,41070
-80.9123,4.03239,41070
-80.9089,4.03018,41071
-80.9054,4.02804,41075
-80.9018,4.02598,41072
-80.8982,4.02399,41075
-80.8946,4.02208,41073
-80.891,4.02025,41072
-80.8873,4.0185,41077
-80.8836,4.01683,41074
-80.8798,4.01524,41073
-80.876,4.01372,41071
-80.8722,4.01229,41072
-80.8683,4.01094,41071
-80.8645,4.00966,41070
-80.8606,4.00847,41071
-80.8567,4.00737,41071
-80.8527,4.00635,41072
-80.8488,4.00541,41075
-80.8448,4.00456,41076
-80.8408,4.00379,41075
-80.8368,4.0031,41077
-80.8328,4.00249,41074
-80.8288,4.00196,41072
-80.8248,4.00152,41069
