-85.5336,10.5995,337
-85.5336,10.5994,337
-85.5336,10.5994,338
-85.5335,10.5994,337
-85.5335,10.5994,337
-85.5335,10.5993,337
-85.5335,10.5993,338
-85.5334,10.5992,337
-85.5334,10.5992,337
-85.5334,10.5992,338
-85.5334,10.5991,338
-85.5334,10.5991,337
-85.5334,10.599,338
-85.5333,10.5989,338
-85.5333,10.5989,338
-85.5332,10.5987,338
-85.5331,10.5983,338
-85.533,10.5982,338
-85.533,10.5981,338
-85.533,10.598,338
-85.533,10.5979,337
-85.533,10.5979,338
-85.5329,10.5978,338
-85.533,10.5978,338
-85.533,10.5977,338
-85.533,10.5977,338
-85.533,10.5976,338
-85.5331,10.5976,338
-85.5331,10.5976,338
-85.5331,10.5975,338
-85.5332,10.5975,339
-85.5333,10.5975,339
-85.5333,10.5975,339
-85.5334,10.5974,339
-85.5335,10.5974,340
-85.5336,10.5973,339
-85.5341,10.5972,339
-85.5357,10.5966,333
-85.5497,10.5915,399
-85.5519,10.5907,634
-85.5633,10.5858,1380
-85.581,10.5782,1974
-85.5865,10.576,2211
-85.6018,10.5705,2861
-85.6206,10.5638,3413
-85.6229,10.5629,3459
-85.624,10.5625,3495
-85.6251,10.562,3531
-85.6262,10.5615,3565
-85.6273,10.561,3598
-85.6284,10.5604,3639
-85.6295,10.5598,3672
-85.6305,10.5592,3700
-85.6316,10.5585,3734
-85.6326,10.5578,3786
-85.6336,10.557,3821
-85.6345,10.5562,3869
-85.6355,10.5554,3907
-85.6364,10.5546,3949
-85.6373,10.5537,3990
-85.6381,10.5527,4040
-85.6389,10.5518,4092
-85.6397,10.5508,4133
-85.6404,10.5498,4167
-85.6411,10.5487,4202
-85.6417,10.5477,4244
-85.6423,10.5466,4292
-85.6429,10.5454,4339
-85.6434,10.5443,4395
-85.6439,10.5431,4451
-85.6443,10.5419,4485
-85.6446,10.5407,4544
-85.645,10.5395,4602
-85.6452,10.5383,4644
-85.6455,10.5371,4687
-85.6456,10.5358,4732
-85.6458,10.5346,4789
-85.6458,10.5334,4839
-85.6459,10.5321,4876
-85.6459,10.5309,4934
-85.6458,10.5296,4998
-85.6457,10.5284,5036
-85.6455,10.5271,5083
-85.6453,10.5259,5142
-85.645,10.5247,5196
-85.6447,10.5235,5235
-85.6443,10.5223,5298
-85.6439,10.5211,5350
-85.6435,10.52,5405
-85.643,10.5188,5465
-85.6425,10.5177,5520
-85.6419,10.5166,5573
-85.6413,10.5155,5629
-85.6407,10.5145,5690
-85.64,10.5134,5741
-85.6393,10.5124,5783
-85.6386,10.5114,5843
-85.6379,10.5104,5898
-85.6364,10.5085,6020
-85.634,10.5057,6189
-85.6053,10.4714,7982
-85.574,10.4325,9967
-85.5406,10.3907,10836
-85.5252,10.3714,11008
-85.4718,10.3041,12724
-85.4699,10.3013,12796
-85.468,10.2986,12867
-85.4661,10.2957,12944
-85.4643,10.2928,13013
-85.4626,10.2899,13084
-85.461,10.2869,13141
-85.4594,10.2838,13196
-85.4578,10.2808,13249
-85.4564,10.2776,13309
-85.455,10.2745,13373
-85.4536,10.2713,13443
-85.4523,10.2681,13508
-85.4511,10.2648,13573
-85.45,10.2615,13640
-85.4484,10.2565,13739
-85.4454,10.2464,13967
-85.345,9.89858,20401
-85.3381,9.87463,20728
-85.1687,9.28669,27394
-84.9959,8.68453,31721
-84.9899,8.66364,31835
-84.9582,8.55305,32784
-84.9476,8.51571,33143
-84.9466,8.51152,33175
-84.9456,8.50729,33218
-84.9448,8.50304,33250
-84.9441,8.49877,33287
-84.9431,8.49232,33347
-84.9426,8.48801,33383
-84.9421,8.48368,33420
-84.9417,8.47933,33451
-84.9414,8.47498,33479
-84.9412,8.47061,33520
-84.9411,8.46624,33552
-84.941,8.46186,33585
-84.9411,8.45528,33642
-84.9414,8.4487,33692
